"orig_name","clean_name","match_cos","gvkey","cos_score"
"INVACARE CORPORATION","invacare corp","INVACARE CORP",6158,100
"INVESCO","invesco","INVESCO LTD",29804,88.4097408351
"INVISION TECHNOLOGIES INC","invision technologies inc","INVISION TECHNOLOGIES INC",62688,100
"ION MEDIA NETWORKS, INC.","ion media networks inc","ION MEDIA NETWORKS INC",30945,100
"IOWA-ILLINOIS GAS & ELECTRIC CO","iowa illinois gas & electric co","IOWA-ILLINOIS GAS & ELEC",6173,89.6142737313
"IOWA-ILLINOIS GAS & ELECTRIC COMPANY","iowa illinois gas & electric co","IOWA-ILLINOIS GAS & ELEC",6173,89.6142737313
"IOWA RESOURCES INC","iowa resources inc","IOWA RESOURCES INC",6176,100
"IOWA TELECOMMUNICATIONS SERVICES INC","iowa telecommunications services inc","IOWA TELECOM SERVICES INC",162336,81.9719267507
"IRON MOUNTAIN INCORPORATED","iron mountain inc","IRON MOUNTAIN INC",62374,100
"IRVIN INDUSTRIES INC","irvin industries inc","IRVIN INDUSTRIES INC",6184,100
"IRWIN FINANCIAL CORPORATION","irwin financial corp","IRWIN FINANCIAL CORP",18928,100
"Isle of Capri Casinos Inc.","isle of capri casinos inc","ISLE OF CAPRI CASINOS INC",25314,100
"ISLE OF CAPRI CASINOS, INC.","isle of capri casinos inc","ISLE OF CAPRI CASINOS INC",25314,100
"IT GROUP INC","it group inc","IT GROUP INC",6121,100
"ITC Holdings Corp.","itc holdings corp","ITC HOLDINGS CORP",163669,100
"ITC HOLDINGS CORP.","itc holdings corp","ITC HOLDINGS CORP",163669,100
"ITEK CORPORATION","itek corp","ITEK CORP",6195,100
"ITT","itt","ITT INC",5860,95.8084692031
"ITT Corporation","itt corp","ITT CORPORATION",61738,100
"ITT CORPORATION","itt corp","ITT CORPORATION",61738,100
"IU INTERNATIONAL CORPORATION","iu intl corp","IU INTERNATIONAL CORP",5865,100
"IXC COMMUNICATIONS INC","ixc communications inc","IXC COMMUNICATIONS INC",63229,100
"J C PENNEY CO INC","j c penney co inc","PENNEY (J C) CO",8446,98.3611507203
"J P MORGAN & CO INCORPORATED","j p morgan & co inc","MORGAN (J P) & CO",7562,98.362306209
"J RAY MCDERMOTT & COMPANY INC","j ray mcdermott & company inc","MCDERMOTT (J RAY) S A",60848,82.4734512947
"J&L SPECIALTY PRODUCTS CORPORATION","j & l specialty products corp","INTL SPECIALTY PRODUCTS INC",24205,81.9465279904
"JACOBS ENGINEERING GROUP INC","jacobs engineering group inc","JACOBS ENGINEERING GROUP INC",6216,100
"Jacobs Engineering Group Inc.","jacobs engineering group inc","JACOBS ENGINEERING GROUP INC",6216,100
"JACOBS ENGINEERING GROUP INC.","jacobs engineering group inc","JACOBS ENGINEERING GROUP INC",6216,100
"JEFFERSON-PILOT CORP","jefferson pilot corp","JEFFERSON-PILOT CORP",6241,100
"JEFFERSON-PILOT CORPORATION FEDERAL GO","jefferson pilot corp federal go","JEFFERSON-PILOT CORP",6241,85.4922631843
"JEFFERSON BANCORP","jefferson bancorp","JEFFERSON BANCORP INC",18960,98.8408226672
"JEFFERSON GROUP INC","jefferson group inc","JEFFERSON CORP",6240,85.4961850765
"JEFFERSON SMURFIT CORPORATION","jefferson smurfit corp","JEFFERSON SMURFIT GROUP PLC",100806,88.5245600802
"JELD-WEN, INC.","jeld wen inc","JELD-WEN HOLDING INC",27386,85.0751168312
"JERRICO INCORPORATED","jerrico inc","JERRICO INC",6251,100
"JERRY'S POLITICAL ACTION COMMITTEE (JERRY'S PAC)","jerrys political action committee jerrys pac","JERRYS INC",6252,81.0610174221
"JETBLUE AIRWAYS","jetblue airways","JETBLUE AIRWAYS CORP",147305,98.2827737324
"JETBLUE AIRWAYS CORPORATION","jetblue airways corp","JETBLUE AIRWAYS CORP",147305,100
"JIM WALTER CORPORATION","jim walter corp","WALTER (JIM) CORP",11274,100
"JITNEY-JUNGLE INC","jitney jungle inc","JITNEY JUNGLE STORES OF AMER",66707,86.7714805872
"JMB REALTY CORPORATION","jmb realty corp","JMB REALTY TRUST",6208,86.0379466133
"John Bean Technologies Corporation","john bean technologies corp","JOHN BEAN TECHNOLOGIES",180466,97.6878971206
"JOHN BEAN TECHNOLOGIES CORPORATION","john bean technologies corp","JOHN BEAN TECHNOLOGIES",180466,97.6878971206
"JOHN H HARLAND COMPANY","john h harland co","HARLAND (JOHN H.) CO",5476,100
"JOHN HANCOCK MUTUAL LIFE INSURANCE CO","john hancock mutual life insurance co","JOHN HANCOCK MUTUAL LIFE",122934,88.2436518122
"JOHNS-MANVILLE CORPORATION","johns manville corp","JOHNS MANVILLE CORP",7007,100
"JOHNS-MANVILLE CORPORTATION","johns manville corprtation","JOHNS MANVILLE CORP",7007,84.8323415362
"JOHNS MANVILLE CORPORATION","johns manville corp","JOHNS MANVILLE CORP",7007,100
"JOHNSON","johnson","JOHNSON & JOHNSON",6266,99.3213136734
"Johnson & Johnson","johnson & johnson","JOHNSON & JOHNSON",6266,100
"JOHNSON & JOHNSON","johnson & johnson","JOHNSON & JOHNSON",6266,100
"JOHNSON AND JOHNSON","johnson & johnson","JOHNSON & JOHNSON",6266,100
"JOHNSON CONTROLS INC","johnson controls inc","JOHNSON CONTROLS INTL PLC",6268,86.9241491843
"Johnson Controls Inc.","johnson controls inc","JOHNSON CONTROLS INTL PLC",6268,86.9241491843
"JOHNSON CONTROLS INC.","johnson controls inc","JOHNSON CONTROLS INTL PLC",6268,86.9241491843
"JONES GROUP INC","jones group inc","JONES GROUP INC",24032,100
"JONES LANG LASALLE AMERICAS INC","jones lang lasalle americas inc","JONES LANG LASALLE INC",65108,89.1542341943
"JOS. SCHLITZ BREWING COMPANY","jos schlitz brewing co","SCHLITZ (JOS.) BREWING CO",9463,100
"JOSEPH E SEAGRAM & SONS INC","joseph e seagram & sons inc","SEAGRAM (JOSEPH E.) & SONS",9547,99.2855699197
"JOSEPH E SEAGRAM & SONS, INC","joseph e seagram & sons inc","SEAGRAM (JOSEPH E.) & SONS",9547,99.2855699197
"JOSTENS INC","jostens inc","JOSTENS INC",6288,100
"JOY GLOBAL, INC.","joy global inc","JOY GLOBAL INC",13003,100
"JOY TECHNOLOGIES INC","joy technologies inc","JOY TECHNOLOGIES INC  -CL A",6291,92.4122595594
"JPMorgan Chase & Co.","jpmorgan chase & co","JPMORGAN CHASE & CO",2968,100
"JPMORGAN CHASE & CO.","jpmorgan chase & co","JPMORGAN CHASE & CO",2968,100
"JUNO THERAPEUTICS","juno therapeutics","JUNO THERAPEUTICS INC",22230,99.0665264203
"JUSTIN INDUSTRIES INC","justin industries inc","JUSTIN INDUSTRIES",6301,98.8540386046
"K12 INC","k12 inc","K12 INC",178976,100
"KAIBAB INDUSTRIES","kaibab industries","KAIBAB INDUSTRIES",6317,100
"KAISER ALUMINUM","kaiser aluminum","KAISER ALUMINUM CORP",24293,97.8124444161
"Kaiser Aluminum & Chemical Corporation","kaiser aluminum & chemical corp","KAISER ALUMINUM & CHEMICAL",14531,98.3735492038
"KAISER ALUMINUM & CHEMICAL CORPORATION","kaiser aluminum & chemical corp","KAISER ALUMINUM & CHEMICAL",14531,98.3735492038
"KAISER CEMENT CORPORATION","kaiser cement corp","KAISER CEMENT CORP",6319,100
"KAISER STEEL CORPORATION","kaiser steel corp","KAISER STEEL CORP",6322,100
"Kaman Corporation","kaman corp","KAMAN CORP",6326,100
"KAMAN CORPORATION","kaman corp","KAMAN CORP",6326,100
"KANEB SERVICES INC","kaneb services inc","KANEB SERVICES LLC",144076,89.1352299261
"KANSAS CITY LIFE INSURANCE CO","kansas city life insurance co","KANSAS CITY LIFE INS CO",6333,85.4147937737
"KANSAS CITY LIFE INSURANCE COMPANY","kansas city life insurance co","KANSAS CITY LIFE INS CO",6333,85.4147937737
"KANSAS CITY POWER & LIGHT CO","kansas city power & light co","KANSAS CITY POWER & LIGHT CO",156654,100
"KANSAS CITY SOUTHERN","kansas city southern","KANSAS CITY SOUTHERN",6335,100
"KANSAS CITY SOUTHERN INDUSTRIES INC","kansas city southern industries inc","KANSAS CITY SOUTHERN",6335,86.2130512178
"KANSAS GAS AND ELECTRIC CO","kansas gas & electric co","KANSAS GAS & ELECTRIC CO",6337,100
"KANSAS GAS AND ELECTRIC CO FED PAC","kansas gas & electric co fed pac","KANSAS GAS & ELECTRIC CO",6337,90.2321353581
"KANSAS POWER AND LIGHT COMPANY","kansas power & light co","KANSAS CITY POWER & LIGHT CO",156654,91.7955827398
"KB HOME","kb home","KB HOME",12689,100
"KBR INC","kbr inc","KBR INC",174310,100
"KBR, INC.","kbr inc","KBR INC",174310,100
"KBR, INC. PAC","kbr inc pac","KBR INC",174310,89.5463365999
"KBW INC","kbw inc","KBW INC",175953,100
"KBW, INC.","kbw inc","KBW INC",175953,100
"KCG HOLDINGS, INC.","kcg holdings inc","KCG HOLDINGS INC",18246,100
"KEANE INC","keane inc","KEANE INC",6362,100
"KEEBLER COMPANY","keebler co","KEEBLER FOODS CO",66265,84.4661434859
"Kellogg Company","kellogg co","KELLOGG CO",6375,100
"KELLOGG COMPANY","kellogg co","KELLOGG CO",6375,100
"KELLWOOD COMPANY","kellwood co","KELLWOOD CO",6376,100
"KELLY SERVICES","kelly services","KELLY SERVICES INC  -CL A",6379,90.264874555
"KELLY SERVICES INC","kelly services inc","KELLY SERVICES INC  -CL A",6379,91.5390779459
"KEMPER CORPORATION","kemper corp","KEMPER CORP",11778,100
"KENNAMETAL INC","kennametal inc","KENNAMETAL INC",6386,100
"KENNAMETAL INC.","kennametal inc","KENNAMETAL INC",6386,100
"KENNECOTT CORPORATION","kennecott corp","KENNECOTT CORP",6387,100
"Kennecott Holdings Corporation","kennecott holdings corp","KENNECOTT CORP",6387,84.973161317
"KENNECOTT HOLDINGS CORPORATION","kennecott holdings corp","KENNECOTT CORP",6387,84.973161317
"KENTRON INTERNATIONAL INC","kentron intl inc","KENTRON INTERNATIONAL INC",6393,100
"KENTUCKY UTILITIES COMPANY","kentucky utilities co","KENTUCKY UTILITIES CO",25588,100
"Kerr-McGee Corporation","kerr mcgee corp","KERR-MCGEE CORP",6403,100
"KERR-MCGEE CORPORATION","kerr mcgee corp","KERR-MCGEE CORP",6403,100
"KEY ENERGY SERVICES INC","key energy services inc","KEY ENERGY SERVICES INC",11644,100
"Key Energy Services Inc.","key energy services inc","KEY ENERGY SERVICES INC",11644,100
"KEY ENERGY SERVICES, INC.","key energy services inc","KEY ENERGY SERVICES INC",11644,100
"KeyCorp","keycorp","KEYCORP",9783,100
"KEYCORP","keycorp","KEYCORP",9783,100
"KeySpan Corporation","keyspan corp","KEYSPAN CORP",6799,100
"KEYSTONE CORP","keystone corp","KEYSTONE INTERNATIONAL",6427,87.0354713375
"KEYSTONE FOODS LLC","keystone foods llc","KEYSTONE FOODS",6425,90.2020154809
"KIMBERLY-CLARK CORPORATION","kimberly clark corp","KIMBERLY-CLARK CORP",6435,100
"Kindred Healthcare Inc.","kindred healthcare inc","KINDRED HEALTHCARE INC",17239,100
"KINDRED HEALTHCARE INC.","kindred healthcare inc","KINDRED HEALTHCARE INC",17239,100
"KING KULLEN GROCERY CO INC","king kullen grocery co inc","KING KULLEN GROCERY INC",6445,98.6336890689
"KING PHARMACEUTICALS, INC.","king pharmaceuticals inc","KING PHARMACEUTICALS INC",112033,100
"KMC TELECOM HOLDINGS INC","kmc telecom holdings inc","KMC TELECOM HOLDINGS INC",148268,100
"Knight Capital Group, Inc.","knight capital group inc","KNIGHT CAPITAL GROUP INC",112366,100
"KNIGHT CAPITAL GROUP, INC.","knight capital group inc","KNIGHT CAPITAL GROUP INC",112366,100
"KNUDSEN CORPORATION","knudsen corp","KNUDSEN CORP",6481,100
"KOPPERS CO INC","koppers co inc","KOPPERS CO",6495,98.2818878489
"KOPPERS INC.","koppers inc","KOPPERS INC",148271,100
"KOSS CORPORATION","koss corp","KOSS CORP",6497,100
"KRAFT FOODS GROUP INC.","kraft foods group inc","KRAFT FOODS GROUP INC",12978,100
"KRAFT FOODS GROUP, INC.","kraft foods group inc","KRAFT FOODS GROUP INC",12978,100
"KRAFT FOODS INC","kraft foods inc","KRAFT FOODS GROUP INC",12978,91.0037971527
"KROGER CO","kroger co","KROGER CO",6502,100
"L BRANDS, INC.","l brands inc","L BRANDS INC",6733,100
"L F ROTHSCHILD HOLDINGS INC","l f rothschild holdings inc","ROTHSCHILD (LF) HOLDINGS INC",12223,82.2678356914
"LABONE INC","labone inc","LABONE INC",24184,100
"LADY LUCK GAMING CORPORATION","lady luck gaming corp","LADY LUCK GAMING CORP",28935,100
"LAFARGE CORPORATION","lafarge corp","LAFARGE SA",30807,89.313987708
"LAFARGE NORTH AMERICA","lafarge north america","LAFARGE NORTH AMERICA INC",6552,99.075090014
"LAFARGE NORTH AMERICA INC","lafarge north america inc","LAFARGE NORTH AMERICA INC",6552,100
"Land O'Lakes","land olakes","LAND O'LAKES INC",148276,98.4298954231
"LAND O'LAKES INC","land olakes inc","LAND O'LAKES INC",148276,100
"LAND O'LAKES, INC.","land olakes inc","LAND O'LAKES INC",148276,100
"LANDMARK SAVINGS ASSOCIATION","landmark savings association","LANDMARK SAVINGS ASSOC-PA",12197,85.0368022262
"LANDRY'S SEAFOOD RESTAURANTS INC","landrys seafood restaurants inc","LANDRYS RESTAURANTS INC",28765,82.0518724996
"Las Vegas Sands Corp.","las vegas sands corp","LAS VEGAS SANDS CORP",161844,100
"LAS VEGAS SANDS CORP.","las vegas sands corp","LAS VEGAS SANDS CORP",161844,100
"LAS VEGAS SANDS INC","las vegas sands inc","LAS VEGAS SANDS INC",123674,100
"Lear Corporation","lear corp","LEAR CORP",16477,100
"LEAR CORPORATION","lear corp","LEAR CORP",16477,100
"LEAR PETROLEUM CORPORATION","lear petroleum corp","LEAR PETROLEUM CORP",6627,100
"LEAR SIEGLER INC","lear siegler inc","LEAR SIEGLER INC",6628,100
"LEAR SIEGLER SERVICES INC","lear siegler services inc","LEAR SIEGLER INC",6628,85.6739337687
"LEAR SIEGLER SERVICES INC PAC","lear siegler services inc pac","LEAR SIEGLER INC",6628,81.8296695866
"LEARJET INC","learjet inc","GATES LEARJET CORP",5004,83.1014752492
"LEGG MASON INC","legg mason inc","LEGG MASON INC",6653,100
"LEGGETT & PLATT INCORPORATED","leggett & platt inc","LEGGETT & PLATT INC",6649,100
"LEGGETT & PLATT, INCORPORATED","leggett & platt inc","LEGGETT & PLATT INC",6649,100
"LEHMAN BROTHERS HOLDINGS INC","lehman brothers holdings inc","LEHMAN BROTHERS HOLDINGS INC",30128,100
"Lehman Brothers Holdings Inc.","lehman brothers holdings inc","LEHMAN BROTHERS HOLDINGS INC",30128,100
"LEHMAN BROTHERS INC","lehman brothers inc","LEHMAN BROTHERS HOLDINGS INC",30128,87.8881032619
"LEIDOS, INC.","leidos inc","LEIDOS HOLDINGS INC",165123,84.5173677699
"LENDINGTREE LLC","lendingtree llc","LENDINGTREE INC",180423,88.7163876102
"LENNOX INTERNATIONAL INC","lennox intl inc","LENNOX INTERNATIONAL INC",122380,100
"LENNOX INTERNATIONAL INC.","lennox intl inc","LENNOX INTERNATIONAL INC",122380,100
"LENOX INCORPORATED","lenox inc","LENOX INC",6670,100
"LEVEL 3 COMMUNICATIONS","level 3 communications","LEVEL 3 COMMUNICATIONS INC",13440,98.9059016699
"LEVEL 3 COMMUNICATIONS INC","level 3 communications inc","LEVEL 3 COMMUNICATIONS INC",13440,100
"Level 3 Communications Inc. Political","level 3 communications inc political","LEVEL 3 COMMUNICATIONS INC",13440,86.5454666344
"LEVEL 3 COMMUNICATIONS, LLC","level 3 communications llc","LEVEL 3 COMMUNICATIONS INC",13440,90.2178270288
"LG&E AND KU ENERGY LLC","lg & e & ku energy llc","LG&E AND KU ENERGY LLC",14154,100
"LIBERTY BANK","liberty bank","LIBERTY BELL BANK",155584,83.6966584726
"LIBERTY CORPORATION","liberty corp","LIBERTY CORP",6707,100
"LIBERTY MEDIA CORPORATION","liberty media corp","LIBERTY MEDIA CORP  -CL A",23773,82.424721001
"LIBERTY MUTUAL INSURANCE CO","liberty mutual insurance co","LIBERTY MUTUAL INSURANCE GRP",122575,93.2611452251
"Liberty Mutual Insurance Company","liberty mutual insurance co","LIBERTY MUTUAL INSURANCE GRP",122575,93.2611452251
"LIBERTY MUTUAL INSURANCE COMPANY","liberty mutual insurance co","LIBERTY MUTUAL INSURANCE GRP",122575,93.2611452251
"LIBERTY MUTUAL INSURANCE CORPORATION","liberty mutual insurance corp","LIBERTY MUTUAL INSURANCE GRP",122575,93.8172454478
"LIBERTY NATIONAL BANCORP INC","liberty national bancorp inc","LIBERTY NATIONAL BANCORP/KY",13051,87.1641865277
"LIBERTY NATIONAL BANCORP, INC.","liberty national bancorp inc","LIBERTY NATIONAL BANCORP/KY",13051,87.1641865277
"LIBERTY NATIONAL CORPORATION","liberty national corp","LIBERTY CORP",6707,81.5422572296
"Libery Mutual Insurance Company","libery mutual insurance co","LIBERTY MUTUAL INSURANCE GRP",122575,82.7642973031
"LIFE INSURANCE CO; NEW YORK","life insurance co new york","NEW YORK LIFE INSURANCE",127774,98.3503238043
"Life Technologies Corporation","life technologies corp","LIFE TECHNOLOGIES CORP",118577,100
"LIFE TECHNOLOGIES CORPORATION","life technologies corp","LIFE TECHNOLOGIES CORP",118577,100
"LIFECORE BIOMEDICAL INC","lifecore biomedical inc","LIFECORE BIOMEDICAL INC",3916,100
"LIFEMARK CORPORATION","lifemark corp","LIFEMARK CORP",24360,100
"LIFEPOINT HEALTH, INC.","lifepoint health inc","LIFEPOINT HEALTH INC",120297,100
"LINCOLN FINANCIAL CORP","lincoln financial corp","LINCOLN FINANCIAL CORP",13052,100
"LINCOLN FIRST BANKS INC","lincoln first banks inc","LINCOLN FIRST BANKS",6738,98.8928718251
"LINCOLN FIRST BANKS INC N A","lincoln first banks inc n a","LINCOLN FIRST BANKS",6738,91.9125671354
"LINCOLN NATIONAL CORPORATION","lincoln national corp","LINCOLN NATIONAL CORP",6742,100
"LINCOLN NATIONAL CORPORATION POLITICAL","lincoln national corp political","LINCOLN NATIONAL CORP",6742,83.1692132337
"LITEL TELECOMMUNICATIONS CORPORATION","litel telecommunications corp","LITEL COMMUNICATIONS INC",25636,84.9536309626
"LITHIA MOTORS INC","lithia motors inc","LITHIA MOTORS INC  -CL A",64175,91.9752592972
"LITTON INDUSTRIES INC","litton industries inc","LITTON INDUSTRIES INC",6765,100
"LKQ CORPORATION","lkq corp","LKQ CORP",155394,100
"LOAN AMERICA FINANCIAL CORPORATION","loan america financial corp","LOAN AMERICA FINANCIAL -CL B",11875,87.1820860055
"LOCKHEED CORPORATION","lockheed corp","LOCKHEED MARTIN CORP",6774,84.9392573348
"Lockheed Martin Corporation","lockheed martin corp","LOCKHEED MARTIN CORP",6774,100
"LOCKHEED MARTIN CORPORATION","lockheed martin corp","LOCKHEED MARTIN CORP",6774,100
"LOCTITE CORPORATION","loctite corp","LOCTITE CORP",6776,100
"LOEWS CORPORATION","loews corp","LOEWS CORP",6781,100
"LONDON INTERNATIONAL GROUP LLC","london intl group llc","LONDON INTERNATIONAL GROUP",18811,88.68088953
"LONE STAR INDUSTRIES INC","lone star industries inc","LONE STAR INDUSTRIES",6796,98.6495754062
"LONE STAR INDUSTRIES INC PAC","lone star industries inc pac","LONE STAR INDUSTRIES",6796,91.9136836358
"LONG DRUG STORES INC","long drug stores inc","LONGS DRUG STORES CORP",6802,90.2469315268
"LORAL CORPORATION","loral corp","LORAL CORP",6807,100
"LORAL SPACE & COMMUNICATIONS","loral space & communications","LORAL SPACE & COMMUNICATIONS",62640,100
"LORIMAR","lorimar","LORIMAR",6811,100
"LORIMAR-TELEPICTURES CORPORATION","lorimar telepictures corp","LORIMAR TELEPICTURES",10412,97.9289760821
"LOUIS DREYFUS CORPORATION","louis dreyfus corp","LOUIS DREYFUS NAT GAS CORP",29169,89.5732942957
"LOUISIANA LAND AND EXPLORATION COMPANY","louisiana land & exploration co","LOUISIANA LAND & EXPLORATION",6819,98.7381537201
"LOUISIANA PACIFIC CORPORATION","louisiana pacific corp","LOUISIANA-PACIFIC CORP",6821,100
"LOUISVILLE GAS & ELECTRIC CO","louisville gas & electric co","LOUISVILLE GAS AND ELECTRIC",23465,98.8374835628
"LOWE'S COMPANIES INC","lowes companies inc","LOWE'S COMPANIES INC",6829,100
"Lowe's Companies Inc.","lowes companies inc","LOWE'S COMPANIES INC",6829,100
"LOWE'S COMPANIES, INC.","lowes companies inc","LOWE'S COMPANIES INC",6829,100
"LPL HOLDINGS INC","lpl holdings inc","LPL FINANCIAL HOLDINGS INC",178519,82.5931643575
"LTV AEROSPACE AND DEFENSE COMPANY","ltv aerospace & defense co","LTV AEROSPACE & DEFENSE CO",6530,100
"LTV CORPORATION","ltv corp","LTV CORP",6531,100
"LTV CORPORATION; THE","ltv corp the","LTV CORP",6531,84.8152643384
"LUCENT TECHNOLOGIES INC","lucent technologies inc","LUCENT TECHNOLOGIES INC",62599,100
"Lucent Technologies Inc.","lucent technologies inc","LUCENT TECHNOLOGIES INC",62599,100
"Lucent Technologies Incorporated","lucent technologies inc","LUCENT TECHNOLOGIES INC",62599,100
"LUDLOW CORPORATION","ludlow corp","LUDLOW CORP",6835,100
"LUKENS INC","lukens inc","LUKENS INC",6837,100
"LYONDELL CHEMICAL CO","lyondell chemical co","LYONDELL CHEMICAL CO",15110,100
"LYONDELL CHEMICAL CO.","lyondell chemical co","LYONDELL CHEMICAL CO",15110,100
"LYONDELL CHEMICAL COMPANY","lyondell chemical co","LYONDELL CHEMICAL CO",15110,100
"LYONDELL PETROCHEMICAL COMPANY","lyondell petrochemical co","LYONDELL CHEMICAL CO",15110,83.3286409952
"M S CARRIERS INC","m s carriers inc","M S CARRIERS INC",12169,100
"M&T BANK","m & t bank","M & T BANK CORP",4699,94.1946763282
"M/I HOMES INC","m i homes inc","M/I HOMES INC",12615,100
"M/I HOMES, INC.","m i homes inc","M/I HOMES INC",12615,100
"MACANDREWS & FORBES HOLDINGS INC","macandrews & forbes holdings inc","MACANDREWS & FORBES HOLDINGS",12351,99.3555925996
"MACANDREWS & FORBES HOLDINGS INC.","macandrews & forbes holdings inc","MACANDREWS & FORBES HOLDINGS",12351,99.3555925996
"MacAndrews & Forbes Holdings Inc. Poli","macandrews & forbes holdings inc poli","MACANDREWS & FORBES HOLDINGS",12351,92.3771431971
"MACANDREWS & FORBES HOLDINGS, INC","macandrews & forbes holdings inc","MACANDREWS & FORBES HOLDINGS",12351,99.3555925996
"MACANDREWS & FORBES INCORPORATED","macandrews & forbes inc","MACANDREWS & FORBES GRP INC",6906,95.1281118459
"MACK TRUCKS INC","mack trucks inc","MACK TRUCKS INC",6913,100
"MACMILLAN RING-FREE OIL CO","macmillan ring free oil co","MACMILLAN RING-FREE OIL CO",6921,100
"Macy's Inc.","macys inc","MACY'S INC",4611,100
"MACY'S INC.","macys inc","MACY'S INC",4611,100
"MAGELLAN HEALTH SERVICE, INC.","magellan health service inc","MAGELLAN HEALTH INC",2940,84.7024458907
"MAGELLAN HEALTH SERVICES INC","magellan health services inc","MAGELLAN HEALTH INC",2940,83.9579094003
"MAGELLAN HEALTH, INC.","magellan health inc","MAGELLAN HEALTH INC",2940,100
"MAGELLAN MIDSTREAM PARTNERS LP","magellan midstream partners lp","MAGELLAN MIDSTREAM PRTNRS LP",142230,81.5953571879
"MAGIC CHEF,INC","magic chefinc","MAGIC CHEF INC",6937,82.9708041764
"MAGMA COPPER COMPANY","magma copper co","MAGMA COPPER CO",14014,100
"MAGNA GROUP INC","magna group inc","MAGNA GROUP INC",13053,100
"MAIL BOXES ETC","mail boxes etc","MAIL BOXES ETC",12300,100
"MAINE CENTRAL RAILROAD COMPANY","maine central railroad co","MAINE CENTRAL RAILROAD CO",6962,100
"MAJESTIC STAR CASINO LLC","majestic star casino llc","MAJESTIC STAR CASINO LLC",128258,100
"MALLINCKRODT INC","mallinckrodt inc","MALLINCKRODT INC",6096,100
"MALLINCKRODT INC FEDERAL PAC","mallinckrodt inc federal pac","MALLINCKRODT INC",6096,83.6500626363
"MALONE & HYDE INC","malone & hyde inc","MALONE & HYDE INC",6979,100
"MANDALAY RESORT GROUP","mandalay resort group","MANDALAY RESORT GROUP",3063,100
"MANITOWOC COMPANY INC","manitowoc company inc","MANITOWOC CO",6994,83.2355730168
"MANOR HEALTHCARE CORP","manor healthcare corp","MANOR HEALTHCARE CORP",14646,100
"MANTECH INTERNATIONAL CORPORATION","mantech intl corp","MANTECH INTL CORP",146171,100
"MANUFACTURERS HANOVER CORPORATION","manufacturers hanover corp","MANUFACTURERS HANOVER CORP",7003,100
"MANUFACTURERS NATIONAL BANK","manufacturers national bank","MANUFACTURERS NATIONAL CORP",7005,90.7514277574
"MANUFACTURERS NATIONAL CORPORATION","manufacturers national corp","MANUFACTURERS NATIONAL CORP",7005,100
"MAPCO COAL INC","mapco coal inc","MAPCO INC",7008,85.7445120548
"MAPCO INC","mapco inc","MAPCO INC",7008,100
"Marathon Oil Company","marathon oil co","MARATHON OIL CORP",7017,95.0632272252
"MARATHON OIL COMPANY","marathon oil co","MARATHON OIL CORP",7017,95.0632272252
"MARATHON PETROLEUM CORPORATION","marathon petroleum corp","MARATHON PETROLEUM CORP",186989,100
"MARIJUANA POLICY PROJECT MEDICAL MARIJUANA PAC OR MPP MEDICAL MARIJUANA PAC","marijuana policy project medical marijuana pac or mpp medical marijuana pac","MEDICAL MARIJUANA INC",157234,88.8116142272
"MARINE MIDLAND BANKS INC","marine midland banks inc","MARINE MIDLAND BANKS",7032,99.0212016788
"Mariner Health Care Inc.","mariner health care inc","MARINER HEALTH CARE INC",24931,100
"MARINER HEALTH GROUP INC","mariner health group inc","MARINER HEALTH GROUP INC",28391,100
"MARION LABORATORIES INC","marion laboratories inc","TRIO LABORATORIES INC",10739,81.9505474479
"MARION MERRELL DOW INC","marion merrell dow inc","MARION MERRELL DOW INC",7040,100
"MARITRANS GP INC","maritrans gp inc","MARITRANS INC",13572,83.1935049917
"MARITRANS INC","maritrans inc","MARITRANS INC",13572,100
"MARKETAXESS HOLDINGS INC","marketaxess holdings inc","MARKETAXESS HOLDINGS INC",158742,100
"MARKWEST ENERGY PARTNERS LP","markwest energy partners lp","MARKWEST ENERGY PARTNERS LP",148770,100
"MARLEY COMPANY","marley co","MARLEY CO",14899,100
"MARRIOTT CORPORATION","marriott corp","MARRIOTT INTL INC",28930,85.8017437843
"MARRIOTT INTERNATIONAL INC","marriott intl inc","MARRIOTT INTL INC",28930,100
"Marriott International Inc.","marriott intl inc","MARRIOTT INTL INC",28930,100
"Marriott International, Inc.","marriott intl inc","MARRIOTT INTL INC",28930,100
"MARRIOTT INTERNATIONAL, INC.","marriott intl inc","MARRIOTT INTL INC",28930,100
"MARSHALL & ILSLEY CORP","marshall & ilsley corp","MARSHALL & ILSLEY CORP",7067,100
"MARSHALL & ILSLEY CORPORATION POLITICA","marshall & ilsley corp politica","MARSHALL & ILSLEY CORP",7067,88.5297960385
"MARTIN MARIETTA CORPORATION","martin marietta corp","MARTIN MARIETTA CORP",7077,100
"MASCO CORPORATION","masco corp","MASCO CORP",7085,100
"MASIMO CORPORATION","masimo corp","MASIMO CORP",177881,100
"Massachusetts Mutual Life Insurance Co","massachusetts mutual life insurance co","MASSACHUSETTS MUTUAL LIFE",122614,89.6925467552
"MASSACHUSETTS MUTUAL LIFE INSURANCE CO","massachusetts mutual life insurance co","MASSACHUSETTS MUTUAL LIFE",122614,89.6925467552
"MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY","massachusetts mutual life insurance co","MASSACHUSETTS MUTUAL LIFE",122614,89.6925467552
"MasterCard International Inc.","mastercard intl inc","MASTERCARD INC",160225,92.0211714567
